"full_name","spkid","orbit_id","a","e","i","q","ad","om","w","ma","n","tp","neo","pha"
"452639 (2005 UY6)",20452639,"JPL 56",2.249,0.8726,12.21,0.286,4.21,343.54,180.92,187.59,0.2922,2461190.45,Y,N
"452807 (2006 KV89)",20452807,"JPL 50",1.15,0.2726,3.55,0.836,1.46,71.69,87.81,19.64,0.7993,2460575.92,Y,Y
"453707 (2010 XY72)",20453707,"JPL 85",1.133,0.2287,31.48,0.874,1.39,34.42,307.01,210.45,0.8171,2460783.52,Y,Y
"453729 (2011 BO24)",20453729,"JPL 113",1.381,0.2780,20.37,0.997,1.76,91.47,178.61,40.06,0.6076,2460534.57,Y,Y
"454094 (2013 BZ45)",20454094,"JPL 49",1.015,0.1448,11.85,0.868,1.16,131.05,98.76,96.20,0.9638,2460500.69,Y,Y
"454100 (2013 BO73)",20454100,"JPL 72",1.331,0.4182,4.54,0.775,1.89,24.78,298.15,356.14,0.6415,2460606.52,Y,Y
"454101 (2013 BP73)",20454101,"JPL 33",1.328,0.6287,6.85,0.493,2.16,80.03,251.89,323.38,0.6437,2460657.40,Y,Y
"455148 (1994 UG)",20455148,"JPL 78",1.239,0.2929,5.21,0.876,1.60,13.60,225.47,42.93,0.7145,2460540.41,Y,Y
"455176 (1999 VF22)",20455176,"JPL 71",1.313,0.7388,3.92,0.343,2.28,3.22,271.98,243.48,0.6554,2460778.29,Y,Y
"455299 (2002 EL6)",20455299,"JPL 119",2.304,0.5779,9.53,0.972,3.64,84.87,186.71,145.71,0.2818,2460083.50,Y,Y
"455426 (2003 MT9)",20455426,"JPL 41",2.533,0.9224,6.84,0.197,4.87,233.38,200.70,86.80,0.2445,2460245.44,Y,N
"455550 (2004 JO2)",20455550,"JPL 225",2.293,0.5684,18.76,0.990,3.60,222.40,127.65,273.13,0.2839,2460906.47,Y,N
"455554 (2004 MQ1)",20455554,"JPL 66",2.407,0.7052,11.13,0.710,4.10,56.96,332.11,135.83,0.2639,2460085.89,Y,N
"455588 (2004 RU331)",20455588,"JPL 87",1.241,0.2440,17.46,0.938,1.54,201.56,261.84,109.33,0.7127,2460447.10,Y,N
"455594 (2004 SV55)",20455594,"JPL 66",1.759,0.6582,41.17,0.601,2.92,344.50,280.87,235.45,0.4225,2460895.32,Y,N
"455795 (2005 SF)",20455795,"JPL 35",1.951,0.6545,10.11,0.674,3.23,110.42,148.91,18.31,0.3617,2460549.87,Y,N
"455956 (2005 VE)",20455956,"JPL 34",1.064,0.2754,22.42,0.771,1.36,223.37,31.75,233.93,0.8983,2460740.84,Y,N
"456051 (2006 AW)",20456051,"JPL 97",2.215,0.5981,10.45,0.890,3.54,281.41,113.25,264.02,0.299,2460921.51,Y,N
"456301 (2006 SV134)",20456301,"JPL 59",1.868,0.4807,21.54,0.970,2.77,217.17,64.40,71.89,0.3861,2460414.28,Y,N
"456898 (2007 VG184)",20456898,"JPL 62",2.384,0.6710,16.11,0.784,3.98,146.91,155.86,228.84,0.2678,2461090.20,Y,N
"456938 (2007 YV56)",20456938,"JPL 39",1.576,0.6221,6.24,0.596,2.56,102.36,265.75,203.84,0.498,2460914.09,Y,Y
"456973 (2008 BS2)",20456973,"JPL 50",1.587,0.4712,14.14,0.839,2.33,311.08,351.10,301.51,0.4931,2460719.12,Y,N
"457647 (2009 CZ)",20457647,"JPL 32",2.285,0.7150,21.88,0.651,3.92,46.59,189.18,177.47,0.2853,2459978.45,Y,N
"457662 (2009 DZ)",20457662,"JPL 52",1.453,0.3021,14.11,1.014,1.89,151.44,335.89,349.33,0.5625,2460619.47,Y,Y
"457768 (2009 KN4)",20457768,"JPL 67",1.941,0.5247,9.14,0.923,2.96,308.21,38.35,219.58,0.3645,2460985.73,Y,Y
"457912 (2009 UW18)",20457912,"JPL 60",1.279,0.4391,16.99,0.717,1.84,227.20,59.85,192.32,0.6813,2460846.62,Y,N
"458062 (2009 YO)",20458062,"JPL 36",1.253,0.5630,32.01,0.547,1.96,266.33,1.83,2.41,0.7029,2460597.07,Y,N
"458116 (2010 DA)",20458116,"JPL 34",1.03,0.5657,20.54,0.447,1.61,162.31,122.24,285.48,0.9424,2460679.57,Y,Y
"458122 (2010 EW45)",20458122,"JPL 98",2.067,0.6690,2.12,0.684,3.45,232.92,135.58,353.60,0.3317,2460619.80,Y,Y
"458418 (2011 AM12)",20458418,"JPL 27",1.854,0.5377,38.50,0.857,2.85,124.76,237.74,199.81,0.3903,2461010.90,Y,Y
"458723 (2011 KQ12)",20458723,"JPL 30",1.811,0.5030,19.29,0.900,2.72,83.61,142.91,174.35,0.4046,2460169.56,Y,Y
"458732 (2011 MD5)",20458732,"JPL 190",2.485,0.6028,10.55,0.987,3.98,170.33,224.89,91.33,0.2516,2460237.56,Y,N
"459046 (2012 AS10)",20459046,"JPL 46",1.597,0.4873,12.50,0.819,2.37,50.93,194.94,347.25,0.4886,2460626.61,Y,N
"459119 (2012 BJ134)",20459119,"JPL 70",2.256,0.8330,21.28,0.377,4.13,144.49,138.28,242.03,0.291,2461005.97,Y,N
"459386 (2012 KJ11)",20459386,"JPL 136",1.569,0.5715,35.83,0.672,2.46,339.62,305.31,33.46,0.5017,2460533.80,Y,N
"459451 (2012 WG32)",20459451,"JPL 60",1.835,0.4959,17.62,0.925,2.74,26.55,300.49,355.82,0.3966,2460611.04,Y,N
"459458 (2012 XR134)",20459458,"JPL 50",2.013,0.7730,11.99,0.457,3.57,217.88,355.47,352.69,0.345,2460621.69,Y,N
"459462 (2013 AY52)",20459462,"JPL 92",1.314,0.4744,18.35,0.691,1.94,116.32,251.85,348.12,0.6543,2460618.66,Y,N
"459683 (2013 MY5)",20459683,"JPL 58",1.662,0.4532,3.00,0.909,2.41,102.88,279.04,61.87,0.4601,2460466.01,Y,Y
"459872 (2014 EK24)",20459872,"JPL 97",1.009,0.0701,4.80,0.938,1.08,340.54,63.94,297.60,0.9726,2460664.66,Y,N
"461353 (1999 LS7)",20461353,"JPL 25",1.01,0.3008,13.05,0.706,1.31,252.29,123.79,265.39,0.9709,2460697.94,Y,N
"461852 (2006 GY2)",20461852,"JPL 65",1.858,0.4959,30.56,0.937,2.78,54.29,216.73,87.41,0.3891,2460375.83,Y,Y
"461912 (2006 RG2)",20461912,"JPL 78",2.696,0.6503,8.58,0.943,4.45,30.76,75.26,10.41,0.2227,2460553.75,Y,N
"462041 (2007 DL8)",20462041,"JPL 52",2.663,0.7632,19.64,0.631,4.69,154.73,135.34,341.51,0.2268,2460682.03,Y,N
"462550 (2009 CB3)",20462550,"JPL 66",1.065,0.7237,21.50,0.294,1.84,158.73,229.52,148.11,0.8969,2460435.36,Y,Y
"462736 (2010 BL2)",20462736,"JPL 49",2.225,0.7847,59.90,0.479,3.97,91.22,199.58,186.74,0.297,2461183.86,Y,N
"462775 (2010 GY6)",20462775,"JPL 87",1.286,0.2343,21.91,0.985,1.59,204.67,116.03,227.63,0.6755,2460796.47,Y,N
"462959 (2011 DU)",20462959,"JPL 87",1.172,0.3178,2.95,0.799,1.54,176.87,120.20,164.01,0.7773,2460389.49,Y,Y
"463282 (2012 HR15)",20463282,"JPL 93",2.471,0.7407,28.24,0.641,4.30,80.43,332.87,98.08,0.2537,2460213.95,Y,N
"463387 (2013 CT82)",20463387,"JPL 41",2.085,0.6248,1.80,0.782,3.39,271.38,90.54,30.03,0.3275,2460508.80,Y,Y
"463664 (2014 JY24)",20463664,"JPL 80",1.632,0.5928,19.96,0.665,2.60,67.27,38.16,68.39,0.4726,2460455.79,Y,N
"464797 (2004 FZ1)",20464797,"JPL 70",1.794,0.5309,52.62,0.841,2.75,152.59,89.50,171.68,0.4103,2460182.05,Y,N
"465402 (2008 HW1)",20465402,"JPL 64",2.587,0.9601,10.47,0.103,5.07,127.46,250.71,335.17,0.2369,2460705.31,Y,N
"465617 (2009 EK1)",20465617,"JPL 31",1.241,0.2290,9.12,0.957,1.53,358.38,21.87,230.00,0.713,2460782.83,Y,Y
"465633 (2009 JR5)",20465633,"JPL 44",1.252,0.3514,3.95,0.812,1.69,128.18,309.95,139.11,0.7032,2460402.68,Y,Y
"465824 (2010 FR)",20465824,"JPL 60",1.131,0.3654,14.24,0.718,1.54,167.27,272.73,98.40,0.819,2460480.36,Y,Y
"465826 (2010 GA24)",20465826,"JPL 43",2.097,0.5468,7.68,0.950,3.24,30.66,237.57,261.43,0.3247,2460904.10,Y,Y
"465892 (2010 UT7)",20465892,"JPL 38",1.584,0.6605,25.43,0.538,2.63,65.75,277.34,28.06,0.4945,2460543.77,Y,Y
"466130 (2012 FZ23)",20466130,"JPL 40",2.483,0.6104,75.62,0.967,4.00,179.33,358.13,71.08,0.252,2460318.41,Y,Y
"466508 (2014 GY48)",20466508,"JPL 59",1.61,0.4187,39.63,0.936,2.28,37.62,212.80,29.81,0.4826,2460538.72,Y,Y
"467309 (1996 AW1)",20467309,"JPL 78",1.534,0.5181,4.77,0.739,2.33,117.51,229.45,90.28,0.5187,2460426.44,Y,Y
"467347 (2003 GR)",20467347,"JPL 33",1.385,0.3177,55.83,0.945,1.82,21.12,273.02,19.88,0.6049,2460567.64,Y,N
"467372 (2004 LG)",20467372,"JPL 37",2.065,0.8967,71.17,0.213,3.92,256.84,164.72,284.49,0.3321,2460827.83,Y,N
"467609 (2008 AV28)",20467609,"JPL 50",1.19,0.3367,15.29,0.789,1.59,304.55,5.96,135.26,0.7595,2460422.41,Y,N
"467917 (2011 OP24)",20467917,"JPL 45",1.245,0.5696,15.35,0.536,1.95,144.92,320.90,80.05,0.7092,2460487.62,Y,N
"467963 (2012 JT17)",20467963,"JPL 95",2.479,0.6159,14.32,0.952,4.01,224.98,118.03,25.53,0.2525,2460499.39,Y,N
"468005 (2012 XD112)",20468005,"JPL 75",1.323,0.3658,3.72,0.839,1.81,97.77,76.79,234.88,0.6476,2460793.70,Y,Y
"468117 (2014 ED)",20468117,"JPL 36",1.547,0.6382,21.77,0.559,2.53,74.95,355.08,221.61,0.5125,2460870.56,Y,N
"468481 (2004 TP20)",20468481,"JPL 63",1.344,0.3510,25.37,0.872,1.82,213.49,264.91,251.11,0.6326,2460772.63,Y,N
"468541 (2006 QA31)",20468541,"JPL 55",1.198,0.4577,11.86,0.650,1.75,95.81,358.58,237.19,0.7518,2460763.85,Y,N
"468583 (2007 LS)",20468583,"JPL 59",2.695,0.6816,6.38,0.858,4.53,200.92,168.66,292.47,0.2228,2460903.57,Y,N
"468910 (2014 KQ76)",20468910,"JPL 79",1.007,0.4233,4.77,0.581,1.43,127.63,325.15,232.41,0.9747,2460731.40,Y,Y
"469219 Kamo`oalewa (2016 HO3)",20469219,"JPL 33",1.001,0.1026,7.80,0.898,1.10,65.75,304.94,12.09,0.9838,2460588.21,Y,N
"469356 (2001 DR8)",20469356,"JPL 38",1.926,0.6720,6.56,0.632,3.22,334.46,43.68,1.63,0.3688,2460596.09,Y,N
"469494 (2002 XS40)",20469494,"JPL 50",1.497,0.3380,11.63,0.991,2.00,97.61,83.79,270.34,0.538,2460767.16,Y,N
"469513 (2003 QR79)",20469513,"JPL 57",1.279,0.3055,17.16,0.888,1.67,333.02,103.19,160.17,0.6817,2460365.55,Y,N
"469722 (2005 LP40)",20469722,"JPL 33",1.964,0.5473,23.62,0.889,3.04,148.63,186.75,348.63,0.3582,2460632.24,Y,N
"469727 (2005 NK1)",20469727,"JPL 27",1.604,0.7271,33.56,0.438,2.77,113.69,10.13,306.68,0.4852,2460710.39,Y,N
"469896 (2005 WC1)",20469896,"JPL 45",1.401,0.4865,19.98,0.719,2.08,264.94,256.82,102.44,0.5947,2460428.23,Y,Y
"469929 (2006 AK8)",20469929,"JPL 23",1.157,0.1224,28.95,1.015,1.30,118.55,72.09,329.35,0.7921,2460639.19,Y,N
"470004 (2006 MJ10)",20470004,"JPL 44",1.876,0.5859,39.29,0.777,2.97,106.03,272.61,18.34,0.3836,2460552.71,Y,N
"470951 (2009 LS)",20470951,"JPL 69",1.263,0.2913,45.00,0.895,1.63,252.74,176.30,137.15,0.6946,2460403.05,Y,N
"471083 (2009 XF2)",20471083,"JPL 49",1.286,0.2469,14.01,0.968,1.60,88.46,113.46,329.41,0.6762,2460645.74,Y,N
"471240 (2011 BT15)",20471240,"JPL 78",1.293,0.3024,1.66,0.902,1.68,105.35,308.81,147.30,0.6705,2460380.81,Y,Y
"471241 (2011 BX18)",20471241,"JPL 111",2.872,0.7312,14.62,0.772,4.97,310.56,304.22,253.95,0.2026,2461124.06,Y,Y
"471323 (2011 KW15)",20471323,"JPL 27",1.17,0.4938,23.66,0.592,1.75,283.35,97.52,143.20,0.7791,2460416.69,Y,Y
"471487 (2011 VS5)",20471487,"JPL 45",1.238,0.4218,9.11,0.716,1.76,356.09,172.87,58.57,0.7152,2460518.60,Y,N
"471926 Jormungandr (2013 KN6)",20471926,"JPL 48",1.466,0.8508,23.54,0.219,2.71,229.42,232.53,183.06,0.5554,2460919.08,Y,Y
"471956 (2013 SC25)",20471956,"JPL 126",1.604,0.6484,10.16,0.564,2.64,272.91,238.08,107.36,0.485,2460379.13,Y,N
"471984 (2013 UE3)",20471984,"JPL 34",1.026,0.2256,3.36,0.795,1.26,49.70,117.47,90.33,0.9481,2460505.22,Y,N
"472263 (2014 RP12)",20472263,"JPL 31",1.036,0.4863,21.09,0.532,1.54,38.76,96.50,106.78,0.9345,2460486.24,Y,N
"474158 (1999 FA)",20474158,"JPL 59",1.078,0.1327,12.03,0.935,1.22,166.08,296.99,5.21,0.8803,2460594.58,Y,Y
"474163 (1999 SO5)",20474163,"JPL 79",1.086,0.0653,13.37,1.015,1.16,196.06,359.70,214.77,0.871,2460767.25,Y,Y
"474179 (1999 VS6)",20474179,"JPL 93",1.198,0.2231,27.97,0.930,1.46,35.28,89.34,309.01,0.752,2460668.31,Y,N
"474231 (2001 HZ7)",20474231,"JPL 70",1.47,0.4983,5.43,0.737,2.20,156.28,312.87,112.39,0.5532,2460397.34,Y,Y
"474451 (2003 SR15)",20474451,"JPL 43",1.278,0.2783,14.08,0.922,1.63,176.19,255.59,164.58,0.6825,2460359.36,Y,N
"474549 (2003 WX153)",20474549,"JPL 78",2.186,0.6026,32.54,0.869,3.50,91.35,63.15,141.72,0.3049,2460135.64,Y,N
"474554 (2003 YQ94)",20474554,"JPL 75",2.653,0.6179,8.53,1.014,4.29,272.31,85.90,331.49,0.2281,2460725.48,Y,N
"474585 (2004 HC2)",20474585,"JPL 46",1.387,0.3114,55.03,0.955,1.82,190.33,303.15,228.22,0.6033,2460818.94,Y,N
"475016 (2005 UO)",20475016,"JPL 29",1.351,0.5824,7.71,0.564,2.14,19.15,258.56,74.85,0.6278,2460481.27,Y,N
"475950 (2007 FE1)",20475950,"JPL 39",2.017,0.5489,9.85,0.910,3.12,44.73,193.24,18.94,0.344,2460545.44,Y,N
"476093 (2007 TC66)",20476093,"JPL 30",2.069,0.7098,10.47,0.600,3.54,101.90,35.71,227.50,0.3312,2461000.60,Y,N
"476187 (2007 UQ13)",20476187,"JPL 44",1.165,0.4255,29.30,0.669,1.66,217.66,29.45,294.77,0.7838,2460683.72,Y,N
"476601 (2008 SE85)",20476601,"JPL 42",1.626,0.5251,29.61,0.772,2.48,177.42,294.90,228.98,0.4755,2460876.02,Y,Y
"476904 (2008 WK32)",20476904,"JPL 84",1.396,0.3788,15.46,0.867,1.92,58.75,139.94,127.56,0.5977,2460387.09,Y,N
"477162 (2009 ES)",20477162,"JPL 45",1.436,0.3293,30.33,0.963,1.91,343.71,311.18,280.63,0.5727,2460739.08,Y,Y
"477327 (2009 TB8)",20477327,"JPL 37",2.276,0.7053,10.18,0.671,3.88,276.54,228.39,97.58,0.2871,2460260.58,Y,N
"477491 (2010 CD19)",20477491,"JPL 48",2.258,0.5788,20.75,0.951,3.56,309.41,132.60,125.60,0.2906,2460168.24,Y,N
"477519 (2010 DJ56)",20477519,"JPL 77",1.25,0.2453,34.84,0.943,1.56,149.91,309.28,231.65,0.7053,2460782.48,Y,Y
"477588 (2010 JD87)",20477588,"JPL 31",1.428,0.6395,24.62,0.515,2.34,338.34,148.60,206.07,0.5778,2460866.91,Y,N
"478574 (2012 TS78)",20478574,"JPL 51",1.608,0.3818,32.67,0.994,2.22,8.27,196.78,123.69,0.4833,2460344.58,Y,Y
"478784 (2012 UV136)",20478784,"JPL 49",1.009,0.1396,2.10,0.868,1.15,207.82,290.29,216.16,0.9731,2460748.33,Y,N
"479325 (2013 TV5)",20479325,"JPL 97",1.334,0.2528,18.77,0.997,1.67,351.19,69.83,43.79,0.6398,2460532.07,Y,N
"479345 (2013 WY67)",20479345,"JPL 39",1.343,0.3727,19.83,0.842,1.84,63.97,152.01,254.65,0.6334,2460766.83,Y,N
"480822 (1998 YM4)",20480822,"JPL 33",1.477,0.7196,3.43,0.414,2.54,341.75,344.56,176.01,0.5493,2460280.05,Y,Y
"480823 (1998 YW5)",20480823,"JPL 30",1.24,0.6204,8.34,0.471,2.01,219.78,355.16,193.37,0.7135,2460834.03,Y,N
"480858 (2001 PT9)",20480858,"JPL 49",1.468,0.4552,7.18,0.800,2.14,329.97,261.65,51.99,0.5542,2460506.69,Y,Y
"480885 (2002 AC29)",20480885,"JPL 65",1.642,0.5030,26.61,0.816,2.47,85.05,129.73,220.40,0.4684,2460898.56,Y,N
"480927 (2002 YZ3)",20480927,"JPL 36",1.943,0.7960,19.92,0.397,3.49,350.13,358.80,32.86,0.3638,2460510.18,Y,N
"480936 (2003 QH5)",20480936,"JPL 71",1.26,0.2202,17.62,0.982,1.54,299.21,321.16,27.81,0.6972,2460560.62,Y,Y
"481025 (2004 VA1)",20481025,"JPL 32",1.051,0.5124,14.91,0.513,1.59,250.73,20.89,261.35,0.9144,2460708.38,Y,N
"481127 (2005 UJ6)",20481127,"JPL 19",1.068,0.4160,19.00,0.624,1.51,42.36,131.41,322.56,0.8925,2460642.45,Y,N
"481457 (2006 XD2)",20481457,"JPL 58",1.267,0.4251,3.56,0.728,1.81,65.59,109.53,136.97,0.6914,2460402.40,Y,Y
"481482 (2007 CA19)",20481482,"JPL 103",2.808,0.8215,9.60,0.501,5.12,169.92,102.60,256.19,0.2094,2461096.14,Y,Y
"481532 (2007 LE)",20481532,"JPL 71",1.839,0.5157,29.55,0.890,2.79,73.62,120.28,4.16,0.3954,2460589.98,Y,Y
"481542 (2007 RF5)",20481542,"JPL 114",1.064,0.3836,31.92,0.656,1.47,12.67,221.47,293.07,0.8979,2460675.04,Y,N
"481918 (2009 BE77)",20481918,"JPL 37",2.511,0.8303,20.99,0.426,4.60,200.74,27.46,314.43,0.2477,2460784.50,Y,N
"481965 (2009 EB1)",20481965,"JPL 45",1.107,0.4542,12.51,0.604,1.61,151.30,187.58,344.98,0.8468,2460618.24,Y,N
"482054 (2010 AE)",20482054,"JPL 73",1.489,0.3769,15.98,0.928,2.05,294.47,270.87,0.41,0.5426,2460599.75,Y,N
"482228 (2011 BH10)",20482228,"JPL 33",1.583,0.3725,12.46,0.993,2.17,323.84,81.06,321.91,0.4949,2460677.45,Y,N
"482344 (2011 WL15)",20482344,"JPL 45",1.352,0.2819,18.39,0.971,1.73,72.91,170.72,234.60,0.627,2460800.52,Y,Y
"482467 (2012 LK9)",20482467,"JPL 39",2.512,0.6197,10.14,0.955,4.07,61.84,314.59,350.14,0.2476,2460640.32,Y,Y
"482488 (2012 SW20)",20482488,"JPL 34",2.462,0.6785,10.16,0.791,4.13,209.59,62.39,63.97,0.2552,2460349.83,Y,Y
"482505 (2012 TQ78)",20482505,"JPL 78",1.201,0.3835,11.38,0.740,1.66,51.90,119.04,285.49,0.7488,2460700.00,Y,N
"482562 (2012 VN82)",20482562,"JPL 47",1.551,0.5065,9.72,0.765,2.34,228.58,331.30,340.01,0.5103,2460639.68,Y,N
"482566 (2012 WK4)",20482566,"JPL 66",1.205,0.3074,4.29,0.835,1.58,150.92,161.91,64.99,0.7449,2460513.26,Y,N
"482650 (2013 BK18)",20482650,"JPL 60",1.626,0.4947,28.88,0.822,2.43,137.69,64.68,217.81,0.4751,2460899.75,Y,Y
"482766 (2013 GF69)",20482766,"JPL 39",1.967,0.4976,10.01,0.988,2.95,174.89,153.19,357.04,0.3574,2460608.77,Y,Y
"482798 (2013 QK48)",20482798,"JPL 48",1.586,0.8298,18.97,0.270,2.90,141.41,47.18,269.75,0.4936,2460783.32,Y,Y
"483422 (2000 CE59)",20483422,"JPL 103",1.138,0.1668,12.26,0.948,1.33,318.62,307.53,16.23,0.8123,2460580.52,Y,Y
"483423 (2000 DO1)",20483423,"JPL 50",1.43,0.6818,3.46,0.455,2.41,335.78,302.82,110.43,0.5764,2460408.90,Y,Y
"483432 (2001 DF47)",20483432,"JPL 29",1.215,0.3708,18.47,0.765,1.67,146.62,260.28,293.85,0.7358,2460690.40,Y,Y
"483459 (2002 EM6)",20483459,"JPL 81",1.16,0.1414,31.76,0.996,1.32,169.49,121.01,283.81,0.7889,2460697.08,Y,N
"483468 (2002 JY8)",20483468,"JPL 48",2.334,0.5949,24.28,0.946,3.72,127.89,188.09,83.60,0.2763,2460297.96,Y,N
"483471 (2002 LS32)",20483471,"JPL 97",1.784,0.6972,8.86,0.540,3.03,239.75,151.77,106.11,0.4138,2460344.06,Y,N
"483472 (2002 NX)",20483472,"JPL 64",1.742,0.4338,15.01,0.986,2.50,288.38,62.41,224.89,0.4288,2460915.60,Y,N
"483504 (2002 XN14)",20483504,"JPL 42",1.768,0.4408,11.80,0.989,2.55,86.14,310.99,128.63,0.4193,2460293.76,Y,N
"483508 (2003 CR1)",20483508,"JPL 68",1.453,0.4628,12.72,0.780,2.12,310.93,101.97,179.82,0.563,2460281.09,Y,Y
"483560 (2004 BV1)",20483560,"JPL 86",1.463,0.3673,12.16,0.926,2.00,96.74,223.28,16.85,0.557,2460570.24,Y,Y
"483563 (2004 BD68)",20483563,"JPL 45",1.902,0.8296,19.24,0.324,3.48,172.04,203.89,347.98,0.3759,2460632.47,Y,N
"483989 (2006 CY10)",20483989,"JPL 29",1.96,0.4841,6.77,1.011,2.91,32.50,167.39,274.89,0.3591,2460837.50,Y,Y
"484199 (2006 WS1)",20484199,"JPL 48",1.221,0.4640,17.99,0.655,1.79,312.10,319.91,163.50,0.7303,2460376.62,Y,N
"484402 (2007 XH16)",20484402,"JPL 81",1.187,0.2348,27.43,0.908,1.47,91.27,58.32,323.00,0.7621,2460649.04,Y,Y
"484462 (2008 CM20)",20484462,"JPL 45",1.306,0.2228,21.07,1.015,1.60,306.91,226.72,35.67,0.6607,2460546.52,Y,N
"484506 (2008 ER7)",20484506,"JPL 50",1.486,0.6241,2.24,0.559,2.41,323.41,81.04,117.92,0.5438,2460383.66,Y,Y
"484757 (2009 BL2)",20484757,"JPL 107",2.475,0.6012,7.04,0.987,3.96,146.65,58.56,332.12,0.2531,2460710.65,Y,N
"484795 (2009 DE47)",20484795,"JPL 89",1.096,0.2758,20.06,0.793,1.40,29.82,41.88,301.74,0.8595,2460668.28,Y,N
"484976 (2009 UN3)",20484976,"JPL 79",2.328,0.5756,37.43,0.988,3.67,141.96,338.75,54.94,0.2776,2460402.55,Y,Y
"485110 (2010 HZ108)",20485110,"JPL 41",1.249,0.2085,22.88,0.988,1.51,173.99,106.65,67.66,0.7064,2460504.72,Y,N
"485652 (2011 WO41)",20485652,"JPL 113",3.024,0.7292,20.14,0.819,5.23,111.08,126.39,150.80,0.1875,2459796.00,Y,Y
"485823 (2012 DF61)",20485823,"JPL 44",1.149,0.4978,5.31,0.577,1.72,15.38,27.40,144.56,0.8005,2460419.92,Y,N
"485882 (2012 FK35)",20485882,"JPL 31",1.452,0.5811,35.94,0.608,2.30,18.40,303.11,333.08,0.5634,2460648.27,Y,N
"486692 (2013 VC13)",20486692,"JPL 52",1.524,0.5885,7.19,0.627,2.42,199.98,61.36,339.37,0.5241,2460639.87,Y,N
"486739 (2014 EW24)",20486739,"JPL 47",1.36,0.4200,8.58,0.789,1.93,48.17,342.20,358.63,0.6213,2460602.71,Y,N
"487580 (2015 BA92)",20487580,"JPL 30",1.131,0.5642,17.33,0.493,1.77,116.63,181.35,247.49,0.819,2460737.87,Y,N
"487583 (2015 FJ36)",20487583,"JPL 38",1.025,0.3095,4.43,0.707,1.34,291.18,98.20,217.01,0.9504,2460750.95,Y,N
"488453 (1994 XD)",20488453,"JPL 110",2.344,0.7337,4.33,0.624,4.06,96.02,249.55,122.74,0.2747,2460153.65,Y,Y
"488461 (1996 FS1)",20488461,"JPL 38",1.449,0.7621,38.81,0.345,2.55,170.05,224.59,178.34,0.5649,2460284.81,Y,N
"488474 (1999 HD1)",20488474,"JPL 35",1.131,0.4177,18.22,0.659,1.60,209.86,147.96,317.93,0.8189,2460651.87,Y,N
"488490 (2000 AF205)",20488490,"JPL 59",1.035,0.2770,2.41,0.748,1.32,219.90,127.51,292.48,0.9363,2460672.61,Y,Y
"488515 (2001 FE90)",20488515,"JPL 58",1.935,0.4952,8.81,0.977,2.89,98.38,145.42,256.64,0.3662,2460882.75,Y,Y
"488615 (2002 SR)",20488615,"JPL 29",1.179,0.1959,6.69,0.948,1.41,160.86,285.19,19.66,0.7695,2460574.95,Y,N
"488645 (2003 OV)",20488645,"JPL 31",2.243,0.8562,10.32,0.322,4.16,261.55,148.12,104.81,0.2934,2460243.28,Y,N
"488698 (2003 XV10)",20488698,"JPL 44",1.435,0.6795,11.57,0.460,2.41,1.83,321.54,77.62,0.5732,2460465.10,Y,N
"488789 (2004 XK50)",20488789,"JPL 32",1.451,0.6886,38.23,0.452,2.45,94.05,104.02,88.88,0.5638,2460442.87,Y,Y
"489453 (2007 BX48)",20489453,"JPL 26",1.387,0.3597,14.81,0.888,1.89,303.02,8.14,111.69,0.6036,2460415.44,Y,N
"489486 (2007 GS3)",20489486,"JPL 123",1.061,0.1291,15.09,0.924,1.20,215.39,61.07,306.17,0.9016,2460660.20,Y,Y
"489900 (2008 KP)",20489900,"JPL 47",1.101,0.7896,59.86,0.232,1.97,62.44,345.01,318.98,0.8536,2460648.55,Y,N
"490354 (2009 FF19)",20490354,"JPL 42",1.213,0.4092,0.56,0.717,1.71,84.88,244.81,127.29,0.7379,2460428.01,Y,Y
"490684 (2010 LL34)",20490684,"JPL 63",1.28,0.5545,22.73,0.570,1.99,120.24,271.02,278.23,0.6807,2460720.62,Y,N
"491007 (2011 GL62)",20491007,"JPL 56",1.14,0.7070,15.70,0.334,1.95,189.83,244.40,91.56,0.8099,2460487.45,Y,N
"491424 (2012 ET14)",20491424,"JPL 30",1.681,0.5663,66.23,0.729,2.63,166.65,174.49,110.71,0.4524,2460355.76,Y,N
"491567 (2012 RG3)",20491567,"JPL 161",1.575,0.5282,15.90,0.743,2.41,112.98,35.27,289.22,0.4988,2460742.41,Y,N
"492143 (2013 OE)",20492143,"JPL 219",2.033,0.5089,9.79,0.999,3.07,229.97,220.25,231.94,0.34,2460977.20,Y,N
"492478 (2014 NB39)",20492478,"JPL 29",1.675,0.6860,17.02,0.526,2.82,218.45,179.66,224.86,0.4545,2460897.84,Y,N
"494658 (2000 UG11)",20494658,"JPL 49",1.929,0.5718,8.91,0.826,3.03,223.91,240.87,322.34,0.3679,2460702.86,Y,Y
"494689 (2004 JR)",20494689,"JPL 36",1.891,0.6456,45.47,0.670,3.11,209.51,139.59,279.89,0.3791,2460811.83,Y,N
"494690 (2004 JQ1)",20494690,"JPL 47",1.193,0.4500,32.83,0.656,1.73,77.05,272.66,168.24,0.756,2460377.96,Y,Y
"494697 (2004 SW55)",20494697,"JPL 47",1.428,0.3340,8.79,0.951,1.90,75.12,352.85,241.22,0.5778,2460806.07,Y,Y
"494706 (2005 GL9)",20494706,"JPL 117",2.141,0.8962,20.06,0.222,4.06,225.59,162.23,109.29,0.3145,2460253.01,Y,N
